	conf.int.low	foldChange.MLE	conf.int.up	conservative.foldChange	Signed.P.Zscore	Signed.Q.Value
FZD10	-3.15208792290426	0	2.50165708167004	0	-0.184279166663597	-2.96502936349372e-05
VWCE	-3.20212106453766	0	2.50165708167004	0	-0.184667602701995	-2.96502936349372e-05
TOMM20	-2.00132566533604	-0.200132566533604	1.55102739063543	0	-0.184923291543	-2.96502936349372e-05
EHD3	-3.10205478127086	-0.250165708167004	2.45162394003664	0	-0.18502999771622	-2.96502936349372e-05
ATP6AP2	-1.90125938206923	-0.200132566533604	1.50099424900203	0	-0.185284217938651	-2.96502936349372e-05
CCDC152	-3.65241933923828	-0.250165708167004	3.05202163963746	0	-0.185520851386637	-2.96502936349372e-05
POFUT2	-2.25149137350304	-0.200132566533604	1.70112681553563	0	-0.185622538086629	-2.96502936349372e-05
TCTEX1D4	-3.70245248087165	0	3.10205478127086	0	-0.185783464926756	-2.96502936349372e-05
SHMT2	-1.90125938206923	-0.200132566533604	1.50099424900203	0	-0.185990664987581	-2.96502936349372e-05
SMAP2	-1.85122624043583	-0.150099424900204	1.40092796573523	0	-0.187748280808868	-2.96502936349372e-05
C17orf100	-3.75248562250506	-0.200132566533604	3.15208792290426	0	-0.188010427892268	-2.96502936349372e-05
CDH11	-3.70245248087165	0	3.15208792290426	0	-0.189217113904077	-2.96502936349372e-05
TRPV3	-3.65241933923828	-0.100066283266801	2.95195535637065	0	-0.190351181645356	-2.96502936349372e-05
VAMP7	-2.05135880696944	-0.150099424900204	1.45096110736863	0	-0.19072152654312	-2.96502936349372e-05
DOK1	-3.65241933923828	-0.350231991433806	3.00198849800405	0	-0.191200252888619	-2.96502936349372e-05
RPL17-C18orf32	-3.25215420617106	0	2.55169022330344	0	-0.192302287147404	-2.96502936349372e-05
C3orf38	-2.15142509023624	-0.200132566533604	1.60106053226883	0	-0.193442260056195	-2.96502936349372e-05
SYCE1	-3.25215420617106	0	2.50165708167004	0	-0.195385880267984	-2.96502936349372e-05
CST3	-1.75115995716903	-0.150099424900204	1.30086168246842	0	-0.196592327232236	-2.96502936349372e-05
HSPA12A	-3.20212106453766	0	2.50165708167004	0	-0.19727386159539	-2.96502936349372e-05
EMB	-1.85122624043583	-0.200132566533604	1.40092796573523	0	-0.198892251595023	-2.96502936349372e-05
DPH2	-2.95195535637065	-0.200132566533604	2.10139194860284	0	-0.199303656394117	-2.96502936349372e-05
RBBP9	-2.70178964820365	-0.200132566533604	1.90125938206924	0	-0.199388132877178	-2.96502936349372e-05
SNIP1	-2.70178964820365	-0.250165708167004	2.15142509023624	0	-0.200335756151727	-2.96502936349372e-05
MAP1S	-2.35155765676984	-0.250165708167004	1.85122624043583	0	-0.201379586434553	-2.96502936349372e-05
HEY1	-3.55235305597146	-0.350231991433806	3.05202163963746	0	-0.202070177252855	-2.96502936349372e-05
C6orf120	-3.40225363107127	-0.300198849800404	2.70178964820365	0	-0.202863405552205	-2.96502936349372e-05
DNAJC17	-3.40225363107127	-0.300198849800404	2.60172336493685	0	-0.202934098223688	-2.96502936349372e-05
CCN6	-3.20212106453766	0	2.50165708167004	0	-0.203244056367724	-2.96502936349372e-05
IL12RB1	-3.65241933923828	-0.400265133067206	3.00198849800405	0	-0.204447366742923	-2.96502936349372e-05
PERP	-3.90258504740528	-0.550364557967409	3.35222048943787	0	-0.204813310122753	-2.96502936349372e-05
CDC73	-1.90125938206923	-0.200132566533604	1.40092796573523	0	-0.206412343751711	-2.96502936349372e-05
TSSK6	-3.65241933923828	-0.200132566533604	3.05202163963746	0	-0.207177873923129	-2.96502936349372e-05
HSPB8	-3.95261818903866	-0.300198849800404	3.30218734780446	0	-0.208931872156616	-2.96502936349372e-05
ZCCHC24	-3.30218734780446	-0.250165708167004	2.35155765676984	0	-0.209462209445988	-2.96502936349372e-05
PALD1	-3.20212106453766	0	2.50165708167004	0	-0.209630029816181	-2.96502936349372e-05
UBE2Z	-2.35155765676984	-0.200132566533604	1.75115995716903	0	-0.209698487979436	-2.96502936349372e-05
INTS11	-2.60172336493685	-0.200132566533604	1.85122624043583	0	-0.210077649524938	-2.96502936349372e-05
GCLC	-2.75182278983705	-0.250165708167004	2.10139194860284	0	-0.210658448155379	-2.96502936349372e-05
NFKBIE	-3.00198849800405	-0.350231991433806	2.55169022330344	0	-0.210794566866801	-2.96502936349372e-05
SOX11	-3.25215420617106	0	2.50165708167004	0	-0.21091823243394	-2.96502936349372e-05
RING1	-3.35222048943787	-0.350231991433806	2.75182278983705	0	-0.211614866110654	-2.96502936349372e-05
MRPS26	-2.55169022330344	-0.250165708167004	1.95129252370263	0	-0.211638554889991	-2.96502936349372e-05
POLR2F	-1.80119309880243	-0.200132566533604	1.35089482410183	0	-0.212410941373111	-2.96502936349372e-05
NXPE3	-2.75182278983705	-0.250165708167004	2.15142509023624	0	-0.212487680101577	-2.96502936349372e-05
SLC37A4	-3.35222048943787	-0.250165708167004	2.35155765676984	0	-0.212649658831791	-2.96502936349372e-05
EPHB6	-3.55235305597146	-0.450298274700607	3.20212106453766	0	-0.212821380643749	-2.96502936349372e-05
MCCC2	-2.40159079840324	-0.250165708167004	1.80119309880243	0	-0.213569847521066	-2.96502936349372e-05
NPAS3	-3.65241933923828	-0.0500331416334001	2.90192221473725	0	-0.214655424304282	-2.96502936349372e-05
TALDO1	-1.75115995716903	-0.150099424900204	1.25082854083502	0	-0.214848300704942	-2.96502936349372e-05
GOSR1	-2.10139194860284	-0.250165708167004	1.60106053226883	0	-0.21539736847641	-2.96502936349372e-05
HGF	-2.65175650657025	-0.200132566533604	1.90125938206924	0	-0.215644353870902	-2.96502936349372e-05
C11orf96	-3.65241933923828	-0.0500331416334001	2.90192221473725	0	-0.215747919558219	-2.96502936349372e-05
IL11RA	-3.25215420617106	0	2.50165708167004	0	-0.2157673470188	-2.96502936349372e-05
BBS1	-4.55301588863948	-0.350231991433806	3.80251876413847	0	-0.216098004703922	-2.96502936349372e-05
JUND	-1.75115995716903	-0.200132566533604	1.30086168246842	0	-0.216608071152773	-2.96502936349372e-05
RNFT1	-2.35155765676984	-0.200132566533604	1.70112681553563	0	-0.217042959742701	-2.96502936349372e-05
TMEM119	-3.65241933923828	-0.150099424900204	2.95195535637065	0	-0.217300610775709	-2.96502936349372e-05
THEMIS2	-3.30218734780446	-0.350231991433806	2.70178964820365	0	-0.217421914538527	-2.96502936349372e-05
CRIM1	-2.25149137350304	-0.250165708167004	1.75115995716903	0	-0.217762342244024	-2.96502936349372e-05
SIGIRR	-2.15142509023624	-0.200132566533604	1.55102739063543	0	-0.218443931955111	-2.96502936349372e-05
ZNF706	-1.80119309880243	-0.200132566533604	1.40092796573523	0	-0.218781744178563	-2.96502936349372e-05
SNAPC2	-2.85188907310385	-0.250165708167004	2.10139194860284	0	-0.21927114967195	-2.96502936349372e-05
EFNA4	-3.75248562250506	-0.150099424900204	3.00198849800405	0	-0.219584126262975	-2.96502936349372e-05
PEX11A	-2.65175650657025	-0.350231991433806	2.55169022330344	0	-0.219597382690787	-2.96502936349372e-05
NPY	-3.25215420617106	0	2.45162394003664	0	-0.219662260728683	-2.96502936349372e-05
SERPINB1	-3.25215420617106	0	2.50165708167004	0	-0.21971001982421	-2.96502936349372e-05
POU3F3	-3.25215420617106	0	2.45162394003664	0	-0.220442285272017	-2.96502936349372e-05
FLVCR1	-3.80251876413847	-0.250165708167004	2.45162394003664	0	-0.221824515329527	-2.96502936349372e-05
TGFBRAP1	-3.55235305597146	-0.250165708167004	2.35155765676984	0	-0.221911373648595	-2.96502936349372e-05
PDZD9	-3.85255190577187	-0.250165708167004	3.15208792290426	0	-0.222313174163938	-2.96502936349372e-05
NECTIN1	-4.00265133067206	-0.300198849800404	2.95195535637065	0	-0.223035933140097	-2.96502936349372e-05
TTR	-3.25215420617106	0	2.50165708167004	0	-0.223196695283603	-2.96502936349372e-05
MPV17L2	-3.80251876413847	-0.400265133067206	3.00198849800405	0	-0.223655005920593	-2.96502936349372e-05
GLA	-3.30218734780446	-0.350231991433806	2.60172336493685	0	-0.224077236525759	-2.96502936349372e-05
LY6G5B	-3.85255190577187	0	3.10205478127086	0	-0.226538238794638	-2.96502936349372e-05
PPIF	-2.05135880696944	-0.250165708167004	1.60106053226883	0	-0.22669365144861	-2.96502936349372e-05
THAP2	-2.35155765676984	-0.250165708167004	1.70112681553563	0	-0.228939717747122	-2.96502936349372e-05
MIR26B	-3.60238619760487	-0.0500331416334001	2.85188907310385	0	-0.229171702436032	-2.96502936349372e-05
MOCS3	-3.85255190577187	-0.150099424900204	3.10205478127086	0	-0.229724684673921	-2.96502936349372e-05
MEX3A	-2.35155765676984	-0.250165708167004	1.70112681553563	0	-0.230666980887044	-2.96502936349372e-05
XKR6	-3.80251876413847	-0.500331416334008	3.10205478127086	0	-0.2307171438347	-2.96502936349372e-05
NUP62	-2.20145823186964	-0.200132566533604	1.55102739063543	0	-0.231587469016746	-2.96502936349372e-05
RNU5A-1	-3.75248562250506	-0.450298274700607	2.95195535637065	0	-0.233124405132949	-2.96502936349372e-05
ERICH3	-3.25215420617106	0	2.45162394003664	0	-0.234198531751419	-2.96502936349372e-05
UVRAG	-2.60172336493685	-0.250165708167004	1.90125938206924	0	-0.235313153194783	-2.96502936349372e-05
FOSB	-1.80119309880243	-0.200132566533604	1.30086168246842	0	-0.235459963229612	-2.96502936349372e-05
MCM2	-2.50165708167004	-0.200132566533604	1.70112681553563	0	-0.236205119638648	-2.96502936349372e-05
FAM83G	-3.25215420617106	0	2.45162394003664	0	-0.238551926831683	-2.96502936349372e-05
EZR	-1.85122624043583	-0.200132566533604	1.35089482410183	0	-0.238712007834957	-2.96502936349372e-05
MLLT11	-2.75182278983705	-0.350231991433806	2.30152451513644	0	-0.239269378708497	-2.96502936349372e-05
POLR3A	-3.05202163963746	-0.400265133067206	2.50165708167004	0	-0.239772365471775	-2.96502936349372e-05
COG3	-2.50165708167004	-0.300198849800404	1.95129252370263	0	-0.240168098052799	-2.96502936349372e-05
TRAF6	-2.60172336493685	-0.250165708167004	1.80119309880243	0	-0.240238041313496	-2.96502936349372e-05
CCL15	-3.70245248087165	-0.300198849800404	2.95195535637065	0	-0.240359188234014	-2.96502936349372e-05
CCL23	-3.70245248087165	-0.300198849800404	2.95195535637065	0	-0.240359188234014	-2.96502936349372e-05
VPS41	-2.05135880696944	-0.200132566533604	1.40092796573523	0	-0.240779558265834	-2.96502936349372e-05
DPP3	-2.40159079840324	-0.250165708167004	1.80119309880243	0	-0.240899695566265	-2.96502936349372e-05
IREB2	-2.05135880696944	-0.250165708167004	1.55102739063543	0	-0.242056042125643	-2.96502936349372e-05
GADD45GIP1	-2.70178964820365	-0.300198849800404	2.00132566533604	0	-0.242399692806673	-2.96502936349372e-05
TCP11L2	-2.20145823186964	-0.250165708167004	1.60106053226883	0	-0.243192746499956	-2.96502936349372e-05
GNA15	-2.50165708167004	-0.250165708167004	1.80119309880243	0	-0.243495583748682	-2.96502936349372e-05
TMEM97	-2.40159079840324	-0.300198849800404	1.80119309880243	0	-0.243555051871406	-2.96502936349372e-05
FUNDC2	-1.75115995716903	-0.200132566533604	1.30086168246842	0	-0.243988104932589	-2.96502936349372e-05
MED17	-2.45162394003664	-0.250165708167004	1.80119309880243	0	-0.244661913024503	-2.96502936349372e-05
MSRA	-2.00132566533604	-0.250165708167004	1.45096110736863	0	-0.245046682991628	-2.96502936349372e-05
CA8	-3.65241933923828	-0.300198849800404	2.85188907310385	0	-0.246249165478933	-2.96502936349372e-05
TMEM243	-2.20145823186964	-0.250165708167004	1.65109367390223	0	-0.247464971063985	-2.96502936349372e-05
TMEM37	-3.30218734780446	-0.350231991433806	2.45162394003664	0	-0.247684841325373	-2.96502936349372e-05
NSMCE3	-3.15208792290426	-0.350231991433806	2.35155765676984	0	-0.247707478148774	-2.96502936349372e-05
WDR48	-2.50165708167004	-0.250165708167004	1.75115995716903	0	-0.247884972090403	-2.96502936349372e-05
ELOA	-1.80119309880243	-0.250165708167004	1.35089482410183	0	-0.248133291788637	-2.96502936349372e-05
NAPRT	-2.80185593147045	-0.350231991433806	2.30152451513644	0	-0.248413404261688	-2.96502936349372e-05
IMPACT	-2.00132566533604	-0.250165708167004	1.40092796573523	0	-0.249189207549986	-2.96502936349372e-05
VCPIP1	-1.75115995716903	-0.200132566533604	1.30086168246842	0	-0.250006087139782	-2.96502936349372e-05
ARL11	-3.70245248087165	-0.400265133067206	2.90192221473725	0	-0.250031574554507	-2.96502936349372e-05
DRG2	-1.90125938206923	-0.200132566533604	1.35089482410183	0	-0.250033619322788	-2.96502936349372e-05
GLRX	-1.95129252370263	-0.200132566533604	1.35089482410183	0	-0.250554094285925	-2.96502936349372e-05
ABCE1	-1.85122624043583	-0.200132566533604	1.30086168246842	0	-0.250619440492047	-2.96502936349372e-05
FRG2B	-3.75248562250506	-0.500331416334008	2.95195535637065	0	-0.250689273601218	-2.96502936349372e-05
FRG2	-3.75248562250506	-0.500331416334008	2.95195535637065	0	-0.250689273601218	-2.96502936349372e-05
FRG2C	-3.75248562250506	-0.500331416334008	2.95195535637065	0	-0.250689273601218	-2.96502936349372e-05
ZNF358	-4.10271761393888	-0.300198849800404	2.80185593147045	0	-0.250957086421802	-2.96502936349372e-05
RPP25L	-2.30152451513644	-0.300198849800404	1.80119309880243	0	-0.251620353944393	-2.96502936349372e-05
TOMM7	-1.70112681553563	-0.200132566533604	1.25082854083502	0	-0.251676009255754	-2.96502936349372e-05
IER3	-1.90125938206923	-0.200132566533604	1.35089482410183	0	-0.251681673036574	-2.96502936349372e-05
NEUROD6	-3.35222048943787	0	2.45162394003664	0	-0.251826403113445	-2.96502936349372e-05
GNG3	-3.90258504740528	-0.500331416334008	3.00198849800405	0	-0.252660495975418	-2.96502936349372e-05
SKAP2	-2.05135880696944	-0.200132566533604	1.35089482410183	0	-0.253027496431923	-2.96502936349372e-05
HDDC3	-3.30218734780446	-0.450298274700607	2.65175650657025	0	-0.25309991889152	-2.96502936349372e-05
TBC1D22B	-3.95261818903866	-0.300198849800404	2.70178964820365	0	-0.253909517331589	-2.96502936349372e-05
POLR2L	-1.85122624043583	-0.250165708167004	1.35089482410183	0	-0.254751406583507	-2.96502936349372e-05
ATP6V1C1	-2.20145823186964	-0.250165708167004	1.55102739063543	0	-0.256357377975761	-2.96502936349372e-05
ZNF664	-2.05135880696944	-0.200132566533604	1.40092796573523	0	-0.256446034440454	-2.96502936349372e-05
TFB1M	-2.65175650657025	-0.300198849800404	1.95129252370263	0	-0.256695904620541	-2.96502936349372e-05
PSMG2	-1.80119309880243	-0.200132566533604	1.30086168246842	0	-0.256968474867458	-2.96502936349372e-05
HADH	-1.95129252370263	-0.250165708167004	1.40092796573523	0	-0.260109687940687	-2.96502936349372e-05
ACO1	-3.00198849800405	-0.350231991433806	2.15142509023624	0	-0.260908661316052	-2.96502936349372e-05
DDT	-2.45162394003664	-0.300198849800404	1.80119309880243	0	-0.262919420644233	-2.96502936349372e-05
NPC2	-1.75115995716903	-0.200132566533604	1.25082854083502	0	-0.263006633805188	-2.96502936349372e-05
TSLP	-2.50165708167004	-0.300198849800404	1.80119309880243	0	-0.263056764078889	-2.96502936349372e-05
EEA1	-1.95129252370263	-0.250165708167004	1.40092796573523	0	-0.264436834637833	-2.96502936349372e-05
HMGCS1	-2.25149137350304	-0.250165708167004	1.60106053226883	0	-0.266712847669298	-2.96502936349372e-05
CHMP7	-2.95195535637065	-0.450298274700607	2.50165708167004	0	-0.267959954332112	-2.96502936349372e-05
IGIP	-3.20212106453766	-0.450298274700607	2.55169022330344	0	-0.268617973389729	-2.96502936349372e-05
EPM2A	-3.10205478127086	-0.400265133067206	2.40159079840324	0	-0.269112072949804	-2.96502936349372e-05
UBALD2	-2.45162394003664	-0.300198849800404	1.80119309880243	0	-0.269236174018224	-2.96502936349372e-05
DOK4	-3.60238619760487	-0.250165708167004	2.75182278983705	0	-0.26977297397194	-2.96502936349372e-05
SAP30	-3.15208792290426	-0.400265133067206	2.30152451513644	0	-0.270459447775147	-2.96502936349372e-05
PTCD2	-2.20145823186964	-0.250165708167004	1.50099424900203	0	-0.270581808607683	-2.96502936349372e-05
MYD88	-2.25149137350304	-0.250165708167004	1.55102739063543	0	-0.271603005670969	-2.96502936349372e-05
TRPT1	-4.10271761393888	-0.500331416334008	3.25215420617106	0	-0.272294264454563	-2.96502936349372e-05
KLF5	-2.80185593147045	-0.350231991433806	2.25149137350304	0	-0.27246744242075	-2.96502936349372e-05
STOML1	-2.90192221473725	-0.350231991433806	2.20145823186964	0	-0.273200141816867	-2.96502936349372e-05
ASB13	-2.50165708167004	-0.300198849800404	1.80119309880243	0	-0.273257507772283	-2.96502936349372e-05
DCTPP1	-1.80119309880243	-0.250165708167004	1.25082854083502	0	-0.273739682989916	-2.96502936349372e-05
SRSF12	-4.10271761393888	-0.750497124501012	3.75248562250506	0	-0.274086881851312	-2.96502936349372e-05
DNAH7	-3.80251876413847	0	2.85188907310385	0	-0.274529377832596	-2.96502936349372e-05
PPP1CA	-1.75115995716903	-0.200132566533604	1.25082854083502	0	-0.274675423534289	-2.96502936349372e-05
BLOC1S1	-2.00132566533604	-0.250165708167004	1.35089482410183	0	-0.275635947552048	-2.96502936349372e-05
NEK9	-2.10139194860284	-0.350231991433806	1.65109367390223	0	-0.276266462472774	-2.96502936349372e-05
ANKRD46	-2.30152451513644	-0.300198849800404	1.65109367390223	0	-0.276827130586173	-2.96502936349372e-05
E2F6	-3.40225363107127	-0.400265133067206	2.40159079840324	0	-0.27740787318121	-2.96502936349372e-05
SLC39A1	-1.75115995716903	-0.200132566533604	1.20079539920162	0	-0.277815036647227	-2.96502936349372e-05
PRKAA1	-2.45162394003664	-0.300198849800404	1.80119309880243	0	-0.27791764036428	-2.96502936349372e-05
ZBTB12	-3.55235305597146	-0.350231991433806	2.35155765676984	0	-0.278513839218452	-2.96502936349372e-05
FKRP	-3.30218734780446	-0.400265133067206	2.40159079840324	0	-0.27880013887946	-2.96502936349372e-05
YIF1A	-2.35155765676984	-0.300198849800404	1.60106053226883	0	-0.279186603165313	-2.96502936349372e-05
MCOLN3	-3.85255190577187	-0.700463982867611	3.55235305597146	0	-0.280340661861809	-2.96502936349372e-05
GPR17	-3.75248562250506	-0.250165708167004	2.80185593147045	0	-0.280600092921416	-2.96502936349372e-05
NUDT16	-2.35155765676984	-0.300198849800404	1.70112681553563	0	-0.28081466805563	-2.96502936349372e-05
RPUSD1	-2.90192221473725	-0.350231991433806	2.10139194860284	0	-0.280860448345112	-2.96502936349372e-05
PCDHGB4	-3.80251876413847	-0.550364557967409	2.95195535637065	0	-0.281404584774605	-2.96502936349372e-05
RPL18A	-1.75115995716903	-0.250165708167004	1.20079539920162	0	-0.281655118951751	-2.96502936349372e-05
SNORD90	-3.40225363107127	0	2.45162394003664	0	-0.281751199708618	-2.96502936349372e-05
GSDMD	-2.55169022330344	-0.250165708167004	1.60106053226883	0	-0.28177678106827	-2.96502936349372e-05
CEP120	-2.15142509023624	-0.300198849800404	1.65109367390223	0	-0.282817808726001	-2.96502936349372e-05
DNAJC15	-2.05135880696944	-0.300198849800404	1.50099424900203	0	-0.283872195400009	-2.96502936349372e-05
SEC61B	-1.95129252370263	-0.250165708167004	1.30086168246842	0	-0.285964899882449	-2.96502936349372e-05
GPX1	-2.05135880696944	-0.250165708167004	1.40092796573523	0	-0.286123959501209	-2.96502936349372e-05
UQCRB	-1.70112681553563	-0.200132566533604	1.15076225756822	0	-0.28823525458562	-2.96502936349372e-05
ATAD2B	-2.15142509023624	-0.250165708167004	1.45096110736863	0	-0.289273677016766	-2.96502936349372e-05
FAM72C	-3.40225363107127	0	2.40159079840324	0	-0.28990165691974	-2.96502936349372e-05
FAM72B	-3.40225363107127	0	2.40159079840324	0	-0.28990165691974	-2.96502936349372e-05
FAM72D	-3.40225363107127	0	2.40159079840324	0	-0.28990165691974	-2.96502936349372e-05
FAM72A	-3.40225363107127	0	2.40159079840324	0	-0.28990165691974	-2.96502936349372e-05
NDUFAF8	-2.10139194860284	-0.300198849800404	1.50099424900203	0	-0.290254508038962	-2.96502936349372e-05
SDAD1	-2.00132566533604	-0.250165708167004	1.40092796573523	0	-0.291196666947724	-2.96502936349372e-05
CHCHD2	-1.80119309880243	-0.250165708167004	1.20079539920162	0	-0.291282285500665	-2.96502936349372e-05
NKRF	-3.40225363107127	-0.500331416334008	2.85188907310385	0	-0.29306213204519	-2.96502936349372e-05
OR7D4	-3.60238619760487	0	2.60172336493685	0	-0.293122510051159	-2.96502936349372e-05
C1QTNF12	-3.10205478127086	-0.400265133067206	2.35155765676984	0	-0.294072512930189	-2.96502936349372e-05
CCAR2	-2.30152451513644	-0.250165708167004	1.50099424900203	0	-0.296792925890638	-2.96502936349372e-05
LMBRD1	-2.20145823186964	-0.300198849800404	1.50099424900203	0	-0.297054278655308	-2.96502936349372e-05
SIK1	-1.80119309880243	-0.250165708167004	1.20079539920162	0	-0.297355641113227	-2.96502936349372e-05
SIK1B	-1.80119309880243	-0.250165708167004	1.20079539920162	0	-0.297355641113227	-2.96502936349372e-05
SLC6A3	-4.05268447230547	-0.600397699600813	3.15208792290426	0	-0.298512600897019	-2.96502936349372e-05
RPS3A	-1.80119309880243	-0.250165708167004	1.20079539920162	0	-0.299134507720774	-2.96502936349372e-05
CLN5	-2.55169022330344	-0.350231991433806	1.80119309880243	0	-0.299169295169607	-2.96502936349372e-05
PEAK1	-2.25149137350304	-0.250165708167004	1.45096110736863	0	-0.300367606896893	-2.96502936349372e-05
RCN1	-2.25149137350304	-0.350231991433806	1.70112681553563	0	-0.300379238003209	-2.96502936349372e-05
ALG5	-2.15142509023624	-0.300198849800404	1.50099424900203	0	-0.300458887381222	-2.96502936349372e-05
RAP2B	-1.80119309880243	-0.250165708167004	1.25082854083502	0	-0.301777644106109	-2.96502936349372e-05
BLOC1S2	-2.25149137350304	-0.300198849800404	1.55102739063543	0	-0.302315040149619	-2.96502936349372e-05
NOL8	-2.00132566533604	-0.350231991433806	1.50099424900203	0	-0.30258737307485	-2.96502936349372e-05
DUSP2	-2.00132566533604	-0.250165708167004	1.35089482410183	0	-0.302819343184511	-2.96502936349372e-05
PPP1R3E	-3.65241933923828	-0.400265133067206	2.75182278983705	0	-0.30321845778527	-2.96502936349372e-05
YBEY	-3.00198849800405	-0.400265133067206	2.20145823186964	0	-0.304016811419016	-2.96502936349372e-05
IRS2	-2.50165708167004	-0.300198849800404	1.70112681553563	0	-0.304148014403812	-2.96502936349372e-05
BEST1	-4.15275075557229	-0.550364557967409	3.00198849800405	0	-0.304673407153742	-2.96502936349372e-05
MRPL12	-1.95129252370263	-0.250165708167004	1.35089482410183	0	-0.305088714611182	-2.96502936349372e-05
RMI1	-2.85188907310385	-0.350231991433806	1.90125938206924	0	-0.305933379306436	-2.96502936349372e-05
YPEL2	-3.45228677270465	-0.450298274700607	2.60172336493685	0	-0.306595257930467	-2.96502936349372e-05
MRPL39	-2.20145823186964	-0.300198849800404	1.55102739063543	0	-0.307632264270295	-2.96502936349372e-05
NOP9	-3.20212106453766	-0.400265133067206	2.20145823186964	0	-0.307807147418792	-2.96502936349372e-05
CLPTM1L	-2.35155765676984	-0.300198849800404	1.50099424900203	0	-0.308292670076017	-2.96502936349372e-05
ZMAT2	-1.85122624043583	-0.250165708167004	1.25082854083502	0	-0.309634443427658	-2.96502936349372e-05
ENHO	-4.00265133067206	-0.550364557967409	3.00198849800405	0	-0.310759892225068	-2.96502936349372e-05
PSKH1	-2.95195535637065	-0.300198849800404	1.80119309880243	0	-0.312734423078868	-2.96502936349372e-05
CDC42BPG	-4.10271761393888	-0.450298274700607	3.00198849800405	0	-0.312908817984473	-2.96502936349372e-05
CKS1B	-1.80119309880243	-0.250165708167004	1.25082854083502	0	-0.313774645009207	-2.96502936349372e-05
LENG1	-2.90192221473725	-0.400265133067206	2.05135880696944	0	-0.315567126838152	-2.96502936349372e-05
HOOK2	-3.00198849800405	-0.400265133067206	2.10139194860284	0	-0.318018677565612	-2.96502936349372e-05
FRAT1	-2.15142509023624	-0.300198849800404	1.45096110736863	0	-0.318488656848255	-2.96502936349372e-05
TMEM167B	-2.85188907310385	-0.400265133067206	2.05135880696944	0	-0.319042802262545	-2.96502936349372e-05
GRASP	-3.95261818903866	-0.500331416334008	2.90192221473725	0	-0.319493973431572	-2.96502936349372e-05
NXN	-3.75248562250506	-0.550364557967409	3.20212106453766	0	-0.31997501130811	-2.96502936349372e-05
TNFRSF11A	-3.80251876413847	-0.550364557967409	2.80185593147045	0	-0.321409157221558	-2.96502936349372e-05
AOC2	-3.95261818903866	-0.700463982867611	3.20212106453766	0	-0.321489465614159	-2.96502936349372e-05
SAMD5	-4.40291646373929	-0.600397699600813	3.50231991433806	0	-0.322188433667644	-2.96502936349372e-05
IMPA2	-2.10139194860284	-0.350231991433806	1.50099424900203	0	-0.322217984491042	-2.96502936349372e-05
FBXO25	-3.30218734780446	-0.500331416334008	2.35155765676984	0	-0.322819065438912	-2.96502936349372e-05
E4F1	-3.25215420617106	-0.400265133067206	2.15142509023624	0	-0.322820244715112	-2.96502936349372e-05
NHP2	-1.85122624043583	-0.250165708167004	1.20079539920162	0	-0.323082022770213	-2.96502936349372e-05
MT1F	-3.20212106453766	-0.400265133067206	2.10139194860284	0	-0.323304137526248	-2.96502936349372e-05
FASN	-2.25149137350304	-0.350231991433806	1.55102739063543	0	-0.324630624533017	-2.96502936349372e-05
CPSF1	-2.35155765676984	-0.250165708167004	1.45096110736863	0	-0.325267054366244	-2.96502936349372e-05
SPAST	-2.40159079840324	-0.300198849800404	1.55102739063543	0	-0.325318433338246	-2.96502936349372e-05
GZMM	-3.95261818903866	-0.600397699600813	2.90192221473725	0	-0.326266946425915	-2.96502936349372e-05
DYNLL1	-4.00265133067206	-0.65043084123421	2.95195535637065	0	-0.327456036152356	-2.96502936349372e-05
TMEM240	-3.85255190577187	-0.150099424900204	2.80185593147045	0	-0.327732749992856	-2.96502936349372e-05
SCARB2	-2.60172336493685	-0.350231991433806	1.80119309880243	0	-0.328794261855579	-2.96502936349372e-05
MND1	-2.90192221473725	-0.350231991433806	1.85122624043583	0	-0.328919798294666	-2.96502936349372e-05
GATC	-2.95195535637065	-0.350231991433806	1.80119309880243	0	-0.329989637291827	-2.96502936349372e-05
S100A6	-2.20145823186964	-0.350231991433806	1.50099424900203	0	-0.330498682495943	-2.96502936349372e-05
TWSG1	-2.60172336493685	-0.300198849800404	1.60106053226883	0	-0.330611923017781	-2.96502936349372e-05
ARFGAP3	-3.00198849800405	-0.500331416334008	2.40159079840324	0	-0.331019739845841	-2.96502936349372e-05
BZW2	-1.85122624043583	-0.250165708167004	1.20079539920162	0	-0.331369022433933	-2.96502936349372e-05
RPL41	-1.85122624043583	-0.250165708167004	1.20079539920162	0	-0.331646078400854	-2.96502936349372e-05
PTCD3	-2.00132566533604	-0.300198849800404	1.35089482410183	0	-0.332220583287245	-2.96502936349372e-05
SOCS4	-2.85188907310385	-0.400265133067206	1.90125938206924	0	-0.333711059717223	-2.96502936349372e-05
PSMB3	-1.80119309880243	-0.250165708167004	1.20079539920162	0	-0.334906982818976	-2.96502936349372e-05
TICAM1	-3.20212106453766	-0.500331416334008	2.45162394003664	0	-0.336566840177818	-2.96502936349372e-05
WDR18	-2.10139194860284	-0.300198849800404	1.40092796573523	0	-0.338012699703777	-2.96502936349372e-05
S100A1	-1.95129252370263	-0.250165708167004	1.20079539920162	0	-0.338630512070332	-2.96502936349372e-05
CEP192	-1.95129252370263	-0.300198849800404	1.25082854083502	0	-0.338909208956767	-2.96502936349372e-05
ANO6	-1.95129252370263	-0.300198849800404	1.30086168246842	0	-0.34016433158492	-2.96502936349372e-05
